Date,Description,Amount,Category
08 Aug,"08 Aug Mutual Fund SIP 11,770.66 1,952,467.21",1952467.21,Others
08 Aug,"08 Aug Medical - Pharmacy 8,275.09 1,944,192.12",1944192.12,Others
10 Aug,"10 Aug Grocery - BigBasket 7,097.76 1,937,094.36",1937094.36,Others
10 Aug,"10 Aug UPI Transfer Received 24,368.38 1,961,462.74",1961462.74,Bank Transfer
11 Aug,"11 Aug EMI Debit 7,414.46 1,954,048.28",1954048.28,Others
11 Aug,"11 Aug UPI Payment 16,163.71 1,937,884.57",1937884.57,Bank Transfer
12 Aug,"12 Aug Refund - Amazon 14,026.88 1,951,911.45",1951911.45,Shopping
12 Aug,"12 Aug Amazon Purchase 7,085.37 1,944,826.08",1944826.08,Shopping
13 Aug,"13 Aug Netflix Subscription 8,075.61 1,936,750.47",1936750.47,Others
16 Aug,"16 Aug NEFT Inward 22,955.47 1,959,705.94",1959705.94,Bank Transfer
17 Aug,"17 Aug Rental Income 16,556.95 1,976,262.89",1976262.89,Rent
17 Aug,"17 Aug Netflix Subscription 17,678.51 1,958,584.38",1958584.38,Others
18 Aug,"18 Aug Bill Payment - Electricity 1,090.27 1,957,494.11",1957494.11,Utilities
19 Aug,"19 Aug Rental Income 21,488.73 1,978,982.84",1978982.84,Rent
19 Aug,"19 Aug Freelance Payment 14,021.76 1,993,004.60",1993004.6,Others
21 Aug,"21 Aug Bonus Credit 14,520.70 2,007,525.30",2007525.3,Others
21 Aug,"21 Aug Insurance Premium 10,585.99 1,996,939.31",1996939.31,Others
23 Aug,"23 Aug Salary Credit 30,166.59 2,027,105.90",2027105.9,Income
24 Aug,"24 Aug NEFT Inward 10,956.08 2,038,061.98",2038061.98,Bank Transfer
25 Aug,"25 Aug FD Maturity 6,439.23 2,044,501.21",2044501.21,Others
25 Aug,"25 Aug Fuel - HPCL 3,596.33 2,040,904.88",2040904.88,Travel
26 Aug,"26 Aug Mobile Recharge 16,683.75 2,024,221.13",2024221.13,Utilities
28 Aug,"28 Aug UPI Payment 941.82 2,023,279.31",2023279.31,Bank Transfer
28 Aug,"28 Aug Mutual Fund SIP 1,649.47 2,021,629.84",2021629.84,Others
28 Aug,"28 Aug Medical - Pharmacy 11,510.65 2,010,119.19",2010119.19,Others
29 Aug,"29 Aug Refund - Flipkart 1,532.40 2,011,651.59",2011651.59,Shopping
29 Aug,"29 Aug FD Maturity 47,406.91 2,059,058.50",2059058.5,Others
30 Aug,"30 Aug Interest Credit 42,301.98 2,101,360.48",2101360.48,Others
30 Aug,"30 Aug UPI Transfer Received 20,322.27 2,121,682.75",2121682.75,Bank Transfer
31 Aug,"31 Aug Swiggy Order 14,941.52 2,106,741.23",2106741.23,Food
31 Aug,"31 Aug Freelance Payment 8,822.57 2,115,563.80",2115563.8,Others
31 Aug,"31 Aug Grocery - BigBasket 10,659.04 2,104,904.76",2104904.76,Others
01 Sep,"01 Sep Bonus Credit 47,932.06 2,152,836.82",2152836.82,Others
01 Sep,"01 Sep Netflix Subscription 4,801.75 2,148,035.07",2148035.07,Others
02 Sep,"02 Sep Bonus Credit 30,318.75 2,178,353.82",2178353.82,Others
02 Sep,"02 Sep Bonus Credit 47,588.96 2,225,942.78",2225942.78,Others
03 Sep,"03 Sep Flight Ticket - IndiGo 11,318.34 2,214,624.44",2214624.44,Others
03 Sep,"03 Sep Mutual Fund SIP 17,652.76 2,196,971.68",2196971.68,Others
03 Sep,"03 Sep Netflix Subscription 12,581.63 2,184,390.05",2184390.05,Others
04 Sep,"04 Sep Refund - Amazon 22,389.30 2,206,779.35",2206779.35,Shopping
04 Sep,"04 Sep Mobile Recharge 11,869.25 2,194,910.10",2194910.1,Utilities
04 Sep,"04 Sep Flight Ticket - IndiGo 6,277.12 2,188,632.98",2188632.98,Others
07 Sep,"07 Sep Bill Payment - Electricity 1,626.95 2,187,006.03",2187006.03,Utilities
07 Sep,"07 Sep Flight Ticket - IndiGo 10,190.65 2,176,815.38",2176815.38,Others
09 Sep,"09 Sep Grocery - BigBasket 11,475.97 2,165,339.41",2165339.41,Others
09 Sep,"09 Sep NEFT Inward 24,043.64 2,189,383.05",2189383.05,Bank Transfer
09 Sep,"09 Sep Mutual Fund SIP 9,065.41 2,180,317.64",2180317.64,Others
11 Sep,"11 Sep FD Maturity 35,527.27 2,215,844.91",2215844.91,Others
12 Sep,"12 Sep Dividend Credit 45,937.87 2,261,782.78",2261782.78,Others
13 Sep,"13 Sep ATM Withdrawal 13,610.06 2,248,172.72",2248172.72,Others
13 Sep,"13 Sep Bill Payment - Electricity 12,981.38 2,235,191.34",2235191.34,Utilities
13 Sep,"13 Sep Dividend Credit 28,119.18 2,263,310.52",2263310.52,Others
14 Sep,"14 Sep Rental Income 42,652.53 2,305,963.05",2305963.05,Rent
14 Sep,"14 Sep Netflix Subscription 6,733.90 2,299,229.15",2299229.15,Others
15 Sep,"15 Sep Bonus Credit 32,974.71 2,332,203.86",2332203.86,Others
15 Sep,"15 Sep UPI Transfer Received 29,954.54 2,362,158.40",2362158.4,Bank Transfer
16 Sep,"16 Sep Mutual Fund SIP 12,905.52 2,349,252.88",2349252.88,Others
16 Sep,"16 Sep Bill Payment - Electricity 13,435.32 2,335,817.56",2335817.56,Utilities
17 Sep,"17 Sep Insurance Premium 462.79 2,335,354.77",2335354.77,Others
17 Sep,"17 Sep FD Maturity 11,102.54 2,346,457.31",2346457.31,Others
17 Sep,"17 Sep NEFT Inward 49,998.84 2,396,456.15",2396456.15,Bank Transfer
19 Sep,"19 Sep ATM Withdrawal 2,112.70 2,394,343.45",2394343.45,Others
19 Sep,"19 Sep Netflix Subscription 17,540.22 2,376,803.23",2376803.23,Others
20 Sep,"20 Sep Insurance Claim 9,451.88 2,386,255.11",2386255.11,Others
20 Sep,"20 Sep Amazon Purchase 16,199.97 2,370,055.14",2370055.14,Shopping
20 Sep,"20 Sep Mobile Recharge 969.48 2,369,085.66",2369085.66,Utilities
21 Sep,"21 Sep Flight Ticket - IndiGo 12,250.85 2,356,834.81",2356834.81,Others
22 Sep,"22 Sep Hotel Booking 6,258.41 2,350,576.40",2350576.4,Others
23 Sep,"23 Sep FD Maturity 47,382.94 2,397,959.34",2397959.34,Others
24 Sep,"24 Sep Medical - Pharmacy 15,584.67 2,382,374.67",2382374.67,Others
24 Sep,"24 Sep Netflix Subscription 16,356.14 2,366,018.53",2366018.53,Others
24 Sep,"24 Sep Hotel Booking 1,138.38 2,364,880.15",2364880.15,Others
25 Sep,"25 Sep Bill Payment - Water 2,141.54 2,362,738.61",2362738.61,Utilities
25 Sep,"25 Sep Refund - Amazon 38,274.28 2,401,012.89",2401012.89,Shopping
26 Sep,"26 Sep Medical - Pharmacy 3,032.24 2,397,980.65",2397980.65,Others
26 Sep,"26 Sep FD Maturity 45,570.00 2,443,550.65",2443550.65,Others
26 Sep,"26 Sep Medical - Pharmacy 18,616.39 2,424,934.26",2424934.26,Others
28 Sep,"28 Sep Bill Payment - Electricity 4,791.98 2,420,142.28",2420142.28,Utilities
28 Sep,"28 Sep UPI Transfer Received 1,895.28 2,422,037.56",2422037.56,Bank Transfer
28 Sep,"28 Sep Netflix Subscription 13,034.22 2,409,003.34",2409003.34,Others
29 Sep,"29 Sep FD Maturity 45,911.11 2,454,914.45",2454914.45,Others
30 Sep,"30 Sep UPI Payment 9,435.29 2,445,479.16",2445479.16,Bank Transfer
03 Oct,"03 Oct Insurance Claim 7,901.22 2,453,380.38",2453380.38,Others
03 Oct,"03 Oct Insurance Premium 8,522.77 2,444,857.61",2444857.61,Others
04 Oct,"04 Oct Dividend Credit 2,863.60 2,447,721.21",2447721.21,Others
05 Oct,"05 Oct FD Maturity 41,916.04 2,489,637.25",2489637.25,Others
05 Oct,"05 Oct Swiggy Order 427.06 2,489,210.19",2489210.19,Food
05 Oct,"05 Oct UPI Payment 5,896.31 2,483,313.88",2483313.88,Bank Transfer
06 Oct,"06 Oct Bonus Credit 21,120.10 2,504,433.98",2504433.98,Others
06 Oct,"06 Oct Mobile Recharge 10,517.34 2,493,916.64",2493916.64,Utilities
09 Oct,"09 Oct Fuel - HPCL 966.34 2,492,950.30",2492950.3,Travel
09 Oct,"09 Oct UPI Payment 5,147.64 2,487,802.66",2487802.66,Bank Transfer
09 Oct,"09 Oct Interest Credit 3,844.20 2,491,646.86",2491646.86,Others
11 Oct,"11 Oct Refund - Flipkart 17,938.80 2,509,585.66",2509585.66,Shopping
11 Oct,"11 Oct Flight Ticket - IndiGo 3,584.27 2,506,001.39",2506001.39,Others
12 Oct,"12 Oct Bill Payment - Electricity 16,248.80 2,489,752.59",2489752.59,Utilities
12 Oct,"12 Oct ATM Withdrawal 18,877.74 2,470,874.85",2470874.85,Others
12 Oct,"12 Oct Interest Credit 2,668.41 2,473,543.26",2473543.26,Others
14 Oct,"14 Oct Hotel Booking 10,356.13 2,463,187.13",2463187.13,Others
14 Oct,"14 Oct Interest Credit 37,787.90 2,500,975.03",2500975.03,Others
15 Oct,"15 Oct Bonus Credit 39,151.66 2,540,126.69",2540126.69,Others
15 Oct,"15 Oct Refund - Flipkart 6,661.51 2,546,788.20",2546788.2,Shopping
16 Oct,"16 Oct Fuel - HPCL 14,891.82 2,531,896.38",2531896.38,Travel
16 Oct,"16 Oct Insurance Claim 9,747.45 2,541,643.83",2541643.83,Others
16 Oct,"16 Oct EMI Debit 18,493.78 2,523,150.05",2523150.05,Others
18 Oct,"18 Oct NEFT Inward 30,321.44 2,553,471.49",2553471.49,Bank Transfer
18 Oct,"18 Oct Bill Payment - Electricity 6,492.11 2,546,979.38",2546979.38,Utilities
18 Oct,"18 Oct FD Maturity 15,134.18 2,562,113.56",2562113.56,Others
19 Oct,"19 Oct FD Maturity 22,473.46 2,584,587.02",2584587.02,Others
19 Oct,"19 Oct Refund - Flipkart 43,566.84 2,628,153.86",2628153.86,Shopping
19 Oct,"19 Oct ATM Withdrawal 8,755.32 2,619,398.54",2619398.54,Others
21 Oct,"21 Oct Bonus Credit 40,154.25 2,659,552.79",2659552.79,Others
21 Oct,"21 Oct Rental Income 2,041.46 2,661,594.25",2661594.25,Rent
21 Oct,"21 Oct Netflix Subscription 8,819.64 2,652,774.61",2652774.61,Others
23 Oct,"23 Oct Fuel - HPCL 7,389.94 2,645,384.67",2645384.67,Travel
25 Oct,"25 Oct Mobile Recharge 18,981.59 2,626,403.08",2626403.08,Utilities
26 Oct,"26 Oct Mobile Recharge 11,521.04 2,614,882.04",2614882.04,Utilities
26 Oct,"26 Oct Interest Credit 32,653.26 2,647,535.30",2647535.3,Others
26 Oct,"26 Oct Amazon Purchase 615.68 2,646,919.62",2646919.62,Shopping
27 Oct,"27 Oct Bill Payment - Water 18,279.50 2,628,640.12",2628640.12,Utilities
27 Oct,"27 Oct FD Maturity 13,384.34 2,642,024.46",2642024.46,Others
27 Oct,"27 Oct Insurance Claim 30,787.92 2,672,812.38",2672812.38,Others
28 Oct,"28 Oct UPI Transfer Received 7,218.56 2,680,030.94",2680030.94,Bank Transfer
28 Oct,"28 Oct Flight Ticket - IndiGo 17,983.71 2,662,047.23",2662047.23,Others
28 Oct,"28 Oct Mutual Fund SIP 16,229.21 2,645,818.02",2645818.02,Others
29 Oct,"29 Oct Insurance Premium 11,044.94 2,634,773.08",2634773.08,Others
29 Oct,"29 Oct Amazon Purchase 17,042.10 2,617,730.98",2617730.98,Shopping
30 Oct,"30 Oct Grocery - BigBasket 2,515.11 2,615,215.87",2615215.87,Others
30 Oct,"30 Oct Hotel Booking 4,811.05 2,610,404.82",2610404.82,Others
01 Nov,"01 Nov Netflix Subscription 7,441.33 2,602,963.49",2602963.49,Others
01 Nov,"01 Nov Insurance Premium 1,815.69 2,601,147.80",2601147.8,Others
02 Nov,"02 Nov Medical - Pharmacy 14,405.51 2,586,742.29",2586742.29,Others
02 Nov,"02 Nov Bill Payment - Electricity 16,484.45 2,570,257.84",2570257.84,Utilities
02 Nov,"02 Nov UPI Transfer Received 16,192.87 2,586,450.71",2586450.71,Bank Transfer
03 Nov,"03 Nov Netflix Subscription 10,395.46 2,576,055.25",2576055.25,Others
03 Nov,"03 Nov Amazon Purchase 15,627.23 2,560,428.02",2560428.02,Shopping
03 Nov,"03 Nov ATM Withdrawal 2,667.76 2,557,760.26",2557760.26,Others
05 Nov,"05 Nov Insurance Claim 8,517.36 2,566,277.62",2566277.62,Others
06 Nov,"06 Nov Refund - Amazon 47,074.75 2,613,352.37",2613352.37,Shopping
08 Nov,"08 Nov Refund - Amazon 47,839.41 2,661,191.78",2661191.78,Shopping
08 Nov,"08 Nov Freelance Payment 15,489.82 2,676,681.60",2676681.6,Others
10 Nov,"10 Nov Amazon Purchase 11,654.87 2,665,026.73",2665026.73,Shopping
11 Nov,"11 Nov UPI Payment 11,316.00 2,653,710.73",2653710.73,Bank Transfer
11 Nov,"11 Nov Rental Income 47,453.07 2,701,163.80",2701163.8,Rent
12 Nov,"12 Nov Medical - Pharmacy 15,362.48 2,685,801.32",2685801.32,Others
12 Nov,"12 Nov Insurance Premium 702.69 2,685,098.63",2685098.63,Others
13 Nov,"13 Nov Fuel - HPCL 16,113.29 2,668,985.34",2668985.34,Travel
13 Nov,"13 Nov Salary Credit 4,112.16 2,673,097.50",2673097.5,Income
14 Nov,"14 Nov Interest Credit 24,470.43 2,697,567.93",2697567.93,Others
15 Nov,"15 Nov Mutual Fund SIP 6,320.39 2,691,247.54",2691247.54,Others
15 Nov,"15 Nov Fuel - HPCL 17,229.47 2,674,018.07",2674018.07,Travel
16 Nov,"16 Nov Bill Payment - Water 10,348.10 2,663,669.97",2663669.97,Utilities
17 Nov,"17 Nov FD Maturity 6,564.83 2,670,234.80",2670234.8,Others
17 Nov,"17 Nov Refund - Amazon 5,292.18 2,675,526.98",2675526.98,Shopping
18 Nov,"18 Nov Amazon Purchase 8,420.88 2,667,106.10",2667106.1,Shopping
18 Nov,"18 Nov Mutual Fund SIP 18,681.66 2,648,424.44",2648424.44,Others
18 Nov,"18 Nov Freelance Payment 8,387.45 2,656,811.89",2656811.89,Others
19 Nov,"19 Nov UPI Payment 6,239.96 2,650,571.93",2650571.93,Bank Transfer
19 Nov,"19 Nov FD Maturity 19,965.49 2,670,537.42",2670537.42,Others
19 Nov,"19 Nov Mobile Recharge 4,381.37 2,666,156.05",2666156.05,Utilities
22 Nov,"22 Nov Hotel Booking 17,658.56 2,648,497.49",2648497.49,Others
22 Nov,"22 Nov UPI Transfer Received 904.78 2,649,402.27",2649402.27,Bank Transfer
23 Nov,"23 Nov Refund - Flipkart 13,591.41 2,662,993.68",2662993.68,Shopping
23 Nov,"23 Nov Fuel - HPCL 7,382.15 2,655,611.53",2655611.53,Travel
23 Nov,"23 Nov Refund - Flipkart 28,309.93 2,683,921.46",2683921.46,Shopping
24 Nov,"24 Nov Freelance Payment 25,460.65 2,709,382.11",2709382.11,Others
24 Nov,"24 Nov Bonus Credit 49,459.99 2,758,842.10",2758842.1,Others
26 Nov,"26 Nov Mutual Fund SIP 7,938.68 2,750,903.42",2750903.42,Others
27 Nov,"27 Nov Fuel - HPCL 4,061.25 2,746,842.17",2746842.17,Travel
27 Nov,"27 Nov Netflix Subscription 1,001.54 2,745,840.63",2745840.63,Others
28 Nov,"28 Nov Netflix Subscription 10,434.72 2,735,405.91",2735405.91,Others
28 Nov,"28 Nov Mutual Fund SIP 10,358.56 2,725,047.35",2725047.35,Others
29 Nov,"29 Nov Insurance Claim 49,535.48 2,774,582.83",2774582.83,Others
29 Nov,"29 Nov Hotel Booking 11,915.12 2,762,667.71",2762667.71,Others
30 Nov,"30 Nov Mutual Fund SIP 431.08 2,762,236.63",2762236.63,Others
30 Nov,"30 Nov Insurance Premium 19,599.97 2,742,636.66",2742636.66,Others
02 Dec,"02 Dec Rental Income 32,951.75 2,775,588.41",2775588.41,Rent
02 Dec,"02 Dec Hotel Booking 14,455.86 2,761,132.55",2761132.55,Others
02 Dec,"02 Dec Rental Income 31,636.75 2,792,769.30",2792769.3,Rent
03 Dec,"03 Dec Salary Credit 34,195.98 2,826,965.28",2826965.28,Income
03 Dec,"03 Dec Grocery - BigBasket 14,040.37 2,812,924.91",2812924.91,Others
03 Dec,"03 Dec NEFT Inward 16,027.78 2,828,952.69",2828952.69,Bank Transfer
04 Dec,"04 Dec Hotel Booking 8,266.51 2,820,686.18",2820686.18,Others
04 Dec,"04 Dec ATM Withdrawal 14,743.16 2,805,943.02",2805943.02,Others
04 Dec,"04 Dec Mutual Fund SIP 10,421.80 2,795,521.22",2795521.22,Others
05 Dec,"05 Dec Amazon Purchase 6,343.68 2,789,177.54",2789177.54,Shopping
05 Dec,"05 Dec Mobile Recharge 10,709.23 2,778,468.31",2778468.31,Utilities
05 Dec,"05 Dec EMI Debit 17,366.32 2,761,101.99",2761101.99,Others
06 Dec,"06 Dec Freelance Payment 12,702.70 2,773,804.69",2773804.69,Others
06 Dec,"06 Dec Refund - Amazon 47,103.53 2,820,908.22",2820908.22,Shopping
06 Dec,"06 Dec Hotel Booking 14,127.53 2,806,780.69",2806780.69,Others
07 Dec,"07 Dec EMI Debit 11,253.70 2,795,526.99",2795526.99,Others
07 Dec,"07 Dec Freelance Payment 28,887.10 2,824,414.09",2824414.09,Others
08 Dec,"08 Dec Mobile Recharge 7,951.20 2,816,462.89",2816462.89,Utilities
08 Dec,"08 Dec Insurance Premium 16,111.86 2,800,351.03",2800351.03,Others
08 Dec,"08 Dec UPI Transfer Received 47,788.03 2,848,139.06",2848139.06,Bank Transfer
09 Dec,"09 Dec Hotel Booking 13,153.84 2,834,985.22",2834985.22,Others
09 Dec,"09 Dec Refund - Amazon 41,483.61 2,876,468.83",2876468.83,Shopping
10 Dec,"10 Dec Rental Income 30,976.01 2,907,444.84",2907444.84,Rent
10 Dec,"10 Dec Freelance Payment 3,012.89 2,910,457.73",2910457.73,Others
11 Dec,"11 Dec Medical - Pharmacy 1,144.57 2,909,313.16",2909313.16,Others
12 Dec,"12 Dec Netflix Subscription 2,100.84 2,907,212.32",2907212.32,Others
12 Dec,"12 Dec NEFT Inward 27,742.45 2,934,954.77",2934954.77,Bank Transfer
13 Dec,"13 Dec Hotel Booking 17,624.88 2,917,329.89",2917329.89,Others
13 Dec,"13 Dec Insurance Premium 4,069.17 2,913,260.72",2913260.72,Others
13 Dec,"13 Dec UPI Transfer Received 32,471.95 2,945,732.67",2945732.67,Bank Transfer
14 Dec,"14 Dec ATM Withdrawal 14,490.04 2,931,242.63",2931242.63,Others
15 Dec,"15 Dec Salary Credit 41,961.44 2,973,204.07",2973204.07,Income
16 Dec,"16 Dec Insurance Premium 3,807.60 2,969,396.47",2969396.47,Others
16 Dec,"16 Dec Bill Payment - Water 284.42 2,969,112.05",2969112.05,Utilities
16 Dec,"16 Dec Flight Ticket - IndiGo 6,767.34 2,962,344.71",2962344.71,Others
17 Dec,"17 Dec Flight Ticket - IndiGo 2,770.58 2,959,574.13",2959574.13,Others
17 Dec,"17 Dec Refund - Flipkart 40,536.29 3,000,110.42",3000110.42,Shopping
17 Dec,"17 Dec Refund - Amazon 23,216.27 3,023,326.69",3023326.69,Shopping
18 Dec,"18 Dec Refund - Amazon 17,187.05 3,040,513.74",3040513.74,Shopping
19 Dec,"19 Dec Dividend Credit 42,879.25 3,083,392.99",3083392.99,Others
20 Dec,"20 Dec Bill Payment - Water 1,826.08 3,081,566.91",3081566.91,Utilities
20 Dec,"20 Dec Refund - Flipkart 7,460.29 3,089,027.20",3089027.2,Shopping
20 Dec,"20 Dec Fuel - HPCL 235.92 3,088,791.28",3088791.28,Travel
21 Dec,"21 Dec Refund - Flipkart 13,716.22 3,102,507.50",3102507.5,Shopping
22 Dec,"22 Dec EMI Debit 11,500.26 3,091,007.24",3091007.24,Others
22 Dec,"22 Dec ATM Withdrawal 13,886.09 3,077,121.15",3077121.15,Others
24 Dec,"24 Dec Freelance Payment 20,568.12 3,097,689.27",3097689.27,Others
24 Dec,"24 Dec Insurance Premium 17,767.25 3,079,922.02",3079922.02,Others
24 Dec,"24 Dec Insurance Premium 12,810.36 3,067,111.66",3067111.66,Others
25 Dec,"25 Dec Netflix Subscription 4,460.66 3,062,651.00",3062651.0,Others
25 Dec,"25 Dec Mobile Recharge 9,154.08 3,053,496.92",3053496.92,Utilities
26 Dec,"26 Dec Grocery - BigBasket 18,264.66 3,035,232.26",3035232.26,Others
26 Dec,"26 Dec Bill Payment - Electricity 13,638.80 3,021,593.46",3021593.46,Utilities
26 Dec,"26 Dec Mobile Recharge 10,610.65 3,010,982.81",3010982.81,Utilities
30 Dec,"30 Dec Mutual Fund SIP 3,082.06 3,007,900.75",3007900.75,Others
31 Dec,"31 Dec Rental Income 10,667.37 3,018,568.12",3018568.12,Rent
31 Dec,"31 Dec Flight Ticket - IndiGo 17,987.90 3,000,580.22",3000580.22,Others
31 Dec,"31 Dec Medical - Pharmacy 9,123.30 2,991,456.92",2991456.92,Others
00-XXX,This is a computer-generated statement and does not require a signature. For queries contact: support@bnb.in | 1800-XXX-XXXX | www.bharathnationalbank.in,1800.0,Others
,Account Number IN04 0002 3456 7890,7890.0,Others
,IFSC Code HDFC0002345,2345.0,Others
,"Opening Balance Rs. 128,500.00",128500.0,Others
,"Total Credits (+) Rs. 6,326,666.95",6326666.95,Others
,"Total Debits (–) Rs. 2,910,565.69",2910565.69,Others
,"Closing Balance Rs. 3,544,601.26",3544601.26,Others
01 Jan,"01 Jan Insurance Premium 11,220.06 117,279.94",117279.94,Others
01 Jan,"01 Jan UPI Payment 7,979.38 109,300.56",109300.56,Bank Transfer
01 Jan,"01 Jan ATM Withdrawal 11,608.39 97,692.17",97692.17,Others
02 Jan,"02 Jan Salary Credit 3,656.12 101,348.29",101348.29,Income
02 Jan,"02 Jan Hotel Booking 1,473.48 99,874.81",99874.81,Others
02 Jan,"02 Jan NEFT Inward 20,738.91 120,613.72",120613.72,Bank Transfer
03 Jan,"03 Jan FD Maturity 44,621.01 165,234.73",165234.73,Others
03 Jan,"03 Jan Fuel - HPCL 18,144.67 147,090.06",147090.06,Travel
03 Jan,"03 Jan Freelance Payment 48,225.15 195,315.21",195315.21,Others
04 Jan,"04 Jan Amazon Purchase 7,020.62 188,294.59",188294.59,Shopping
05 Jan,"05 Jan Swiggy Order 14,584.38 173,710.21",173710.21,Food
05 Jan,"05 Jan Insurance Premium 15,147.97 158,562.24",158562.24,Others
05 Jan,"05 Jan Medical - Pharmacy 14,409.97 144,152.27",144152.27,Others
06 Jan,"06 Jan Mobile Recharge 5,025.49 139,126.78",139126.78,Utilities
06 Jan,"06 Jan Insurance Claim 9,829.78 148,956.56",148956.56,Others
06 Jan,"06 Jan Medical - Pharmacy 741.12 148,215.44",148215.44,Others
08 Jan,"08 Jan Salary Credit 5,494.39 153,709.83",153709.83,Income
09 Jan,"09 Jan ATM Withdrawal 14,095.40 139,614.43",139614.43,Others
09 Jan,"09 Jan FD Maturity 2,689.72 142,304.15",142304.15,Others
09 Jan,"09 Jan Salary Credit 11,254.83 153,558.98",153558.98,Income
10 Jan,"10 Jan Mutual Fund SIP 5,856.34 147,702.64",147702.64,Others
11 Jan,"11 Jan Bonus Credit 43,874.79 191,577.43",191577.43,Others
11 Jan,"11 Jan EMI Debit 8,329.85 183,247.58",183247.58,Others
13 Jan,"13 Jan Hotel Booking 8,601.29 174,646.29",174646.29,Others
15 Jan,"15 Jan Mutual Fund SIP 13,459.72 161,186.57",161186.57,Others
15 Jan,"15 Jan Insurance Premium 8,224.36 152,962.21",152962.21,Others
16 Jan,"16 Jan Interest Credit 27,127.45 180,089.66",180089.66,Others
16 Jan,"16 Jan Netflix Subscription 6,084.65 174,005.01",174005.01,Others
16 Jan,"16 Jan Medical - Pharmacy 18,303.35 155,701.66",155701.66,Others
17 Jan,"17 Jan Swiggy Order 2,768.45 152,933.21",152933.21,Food
17 Jan,"17 Jan UPI Transfer Received 16,848.02 169,781.23",169781.23,Bank Transfer
17 Jan,"17 Jan Bill Payment - Electricity 16,957.95 152,823.28",152823.28,Utilities
18 Jan,"18 Jan Rental Income 19,169.81 171,993.09",171993.09,Rent
21 Jan,"21 Jan Grocery - BigBasket 11,792.92 160,200.17",160200.17,Others
22 Jan,"22 Jan Refund - Amazon 45,398.12 205,598.29",205598.29,Shopping
22 Jan,"22 Jan Grocery - BigBasket 405.14 205,193.15",205193.15,Others
22 Jan,"22 Jan Hotel Booking 2,434.59 202,758.56",202758.56,Others
23 Jan,"23 Jan Fuel - HPCL 14,104.99 188,653.57",188653.57,Travel
24 Jan,"24 Jan Fuel - HPCL 15,532.73 173,120.84",173120.84,Travel
25 Jan,"25 Jan EMI Debit 7,249.27 165,871.57",165871.57,Others
25 Jan,"25 Jan FD Maturity 44,199.19 210,070.76",210070.76,Others
25 Jan,"25 Jan FD Maturity 49,075.26 259,146.02",259146.02,Others
26 Jan,"26 Jan Medical - Pharmacy 7,477.03 251,668.99",251668.99,Others
26 Jan,"26 Jan Insurance Claim 43,272.20 294,941.19",294941.19,Others
27 Jan,"27 Jan Rental Income 27,888.92 322,830.11",322830.11,Rent
28 Jan,"28 Jan Interest Credit 10,211.49 333,041.60",333041.6,Others
28 Jan,"28 Jan FD Maturity 41,751.45 374,793.05",374793.05,Others
28 Jan,"28 Jan Mutual Fund SIP 18,874.94 355,918.11",355918.11,Others
29 Jan,"29 Jan Hotel Booking 9,823.56 346,094.55",346094.55,Others
29 Jan,"29 Jan Mobile Recharge 14,682.17 331,412.38",331412.38,Utilities
30 Jan,"30 Jan NEFT Inward 27,554.04 358,966.42",358966.42,Bank Transfer
05 Feb,"05 Feb UPI Transfer Received 31,719.73 390,686.15",390686.15,Bank Transfer
